TransactionID,CustomerID,ProductID,TransactionDate,Quantity,TotalValue,Price_x,CalculatedTotal,CustomerName,Region,SignupDate,ProductName,Category,Price_y
T00938,C0087,P030,21-02-2024 18.51,3,833.58,277.86,833.58,Travis Campbell,South America,11-04-2024,ActiveWear Cookbook,Books,277.86
T00042,C0189,P025,21-12-2024 2.16,2,569.24,284.62,569.24,Sherri Dixon,North America,22-01-2024,ActiveWear Cookware Set,Home Decor,284.62
T00074,C0041,P025,10-03-2024 2.20,3,853.86,284.62,853.86,Lindsey Deleon,Europe,27-12-2023,ActiveWear Cookware Set,Home Decor,284.62
T00304,C0174,P025,12-12-2024 13.59,1,284.62,284.62,284.62,Tracy Steele,South America,03-11-2022,ActiveWear Cookware Set,Home Decor,284.62
T00331,C0005,P025,05-05-2024 13.03,3,853.86,284.62,853.86,Laura Weber,Asia,15-08-2022,ActiveWear Cookware Set,Home Decor,284.62
T00456,C0004,P025,12-12-2024 3.38,2,569.24,284.62,569.24,Kathleen Rodriguez,South America,09-10-2022,ActiveWear Cookware Set,Home Decor,284.62
T00462,C0003,P025,03-06-2024 19.17,3,853.86,284.62,853.86,Michael Rivera,South America,07-03-2024,ActiveWear Cookware Set,Home Decor,284.62
T00573,C0162,P025,17-11-2024 4.21,3,853.86,284.62,853.86,Edwin Watson,Asia,29-03-2022,ActiveWear Cookware Set,Home Decor,284.62
T00580,C0141,P025,09-04-2024 7.28,1,284.62,284.62,284.62,Paul Parsons,Europe,23-02-2023,ActiveWear Cookware Set,Home Decor,284.62
T00658,C0021,P025,16-01-2024 11.22,1,284.62,284.62,284.62,Robert Blanchard,Asia,17-04-2023,ActiveWear Cookware Set,Home Decor,284.62
T00832,C0064,P025,07-05-2024 1.08,3,853.86,284.62,853.86,Martha Montgomery,Europe,22-10-2023,ActiveWear Cookware Set,Home Decor,284.62
T00842,C0055,P025,24-01-2024 6.58,4,1138.48,284.62,1138.48,Lauren Williams,North America,11-11-2024,ActiveWear Cookware Set,Home Decor,284.62
T00864,C0096,P025,22-08-2024 5.45,4,1138.48,284.62,1138.48,Benjamin Mcclure,South America,18-11-2022,ActiveWear Cookware Set,Home Decor,284.62
T00043,C0049,P027,02-03-2024 16.59,4,916.24,229.06,916.24,Jason Yates,North America,18-09-2024,SoundWave Headphones,Electronics,229.06
T00141,C0039,P027,08-07-2024 19.55,3,687.18,229.06,687.18,Angela Harris,South America,13-10-2024,SoundWave Headphones,Electronics,229.06
T00178,C0173,P027,05-01-2024 13.14,2,458.12,229.06,458.12,Francisco Young,Asia,06-10-2022,SoundWave Headphones,Electronics,229.06
T00275,C0018,P027,17-02-2024 18.50,4,916.24,229.06,916.24,Tyler Haynes,North America,21-09-2024,SoundWave Headphones,Electronics,229.06
T00326,C0019,P027,14-06-2024 11.41,3,687.18,229.06,687.18,Brandon Rodriguez,Europe,12-01-2023,SoundWave Headphones,Electronics,229.06
T00337,C0064,P027,07-01-2024 16.11,4,916.24,229.06,916.24,Martha Montgomery,Europe,22-10-2023,SoundWave Headphones,Electronics,229.06
T00453,C0034,P027,10-07-2024 19.53,4,916.24,229.06,916.24,Dalton Perez,North America,27-09-2023,SoundWave Headphones,Electronics,229.06
T00739,C0098,P027,26-04-2024 7.31,2,458.12,229.06,458.12,Laura Gilbert,North America,21-10-2024,SoundWave Headphones,Electronics,229.06
T00787,C0026,P027,04-06-2024 0.03,4,916.24,229.06,916.24,Sara Miller,North America,03-05-2024,SoundWave Headphones,Electronics,229.06
T00871,C0084,P027,12-03-2024 11.15,4,916.24,229.06,916.24,Belinda Garner,Asia,17-09-2024,SoundWave Headphones,Electronics,229.06
T00951,C0197,P027,27-12-2024 18.20,2,458.12,229.06,458.12,Christina Harvey,Europe,21-03-2023,SoundWave Headphones,Electronics,229.06
T00045,C0113,P078,09-07-2024 2.53,4,164.72,41.18,164.72,Joseph Ortiz Jr.,South America,17-06-2022,HomeSense Rug,Home Decor,41.18
T00123,C0113,P078,25-07-2024 17.05,2,82.36,41.18,82.36,Joseph Ortiz Jr.,South America,17-06-2022,HomeSense Rug,Home Decor,41.18
T00164,C0062,P078,10-07-2024 8.49,3,123.54,41.18,123.54,Jeffery Hartman,Europe,14-12-2022,HomeSense Rug,Home Decor,41.18
T00186,C0098,P078,02-04-2024 7.44,1,41.18,41.18,41.18,Laura Gilbert,North America,21-10-2024,HomeSense Rug,Home Decor,41.18
T00431,C0067,P078,15-08-2024 0.55,3,123.54,41.18,123.54,Carl Gonzalez,North America,06-07-2023,HomeSense Rug,Home Decor,41.18
T00515,C0190,P078,14-12-2024 0.46,1,41.18,41.18,41.18,Alexander Lowe,South America,31-05-2024,HomeSense Rug,Home Decor,41.18
T00522,C0160,P078,03-03-2024 9.40,4,164.72,41.18,164.72,Jodi Cook,North America,05-04-2022,HomeSense Rug,Home Decor,41.18
T00592,C0060,P078,03-09-2024 7.19,2,82.36,41.18,82.36,James Murphy,Europe,22-04-2022,HomeSense Rug,Home Decor,41.18
T00635,C0166,P078,25-07-2024 2.34,4,164.72,41.18,164.72,John Rogers,Europe,13-02-2022,HomeSense Rug,Home Decor,41.18
T00816,C0172,P078,25-09-2024 6.56,2,82.36,41.18,82.36,Jamie Webb,Europe,09-09-2024,HomeSense Rug,Home Decor,41.18
T00048,C0043,P100,23-04-2024 22.46,2,252.68,126.34,252.68,Sandy Short MD,Asia,05-02-2023,HomeSense Sweater,Clothing,126.34
T00115,C0161,P100,10-03-2024 2.22,1,126.34,126.34,126.34,Jessica Warren,Asia,14-03-2022,HomeSense Sweater,Clothing,126.34
T00283,C0109,P100,16-07-2024 14.50,4,505.36,126.34,505.36,Abigail Jones,North America,09-05-2022,HomeSense Sweater,Clothing,126.34
T00301,C0109,P100,13-07-2024 8.15,2,252.68,126.34,252.68,Abigail Jones,North America,09-05-2022,HomeSense Sweater,Clothing,126.34
T00740,C0156,P100,24-08-2024 19.10,4,505.36,126.34,505.36,William Adams,North America,19-08-2023,HomeSense Sweater,Clothing,126.34
T00820,C0077,P100,11-03-2024 10.55,2,252.68,126.34,252.68,Scott Sims,South America,18-10-2023,HomeSense Sweater,Clothing,126.34
T00049,C0148,P039,23-06-2024 14.05,3,1291.77,430.59,1291.77,Matthew Rogers,South America,16-04-2023,TechPro Smartwatch,Electronics,430.59
T00086,C0168,P039,14-07-2024 14.57,3,1291.77,430.59,1291.77,Karen Clements MD,South America,13-12-2022,TechPro Smartwatch,Electronics,430.59
T00090,C0072,P039,10-03-2024 16.04,4,1722.36,430.59,1722.36,Sarah Scott,North America,24-07-2024,TechPro Smartwatch,Electronics,430.59
T00198,C0048,P039,17-09-2024 7.53,1,430.59,430.59,430.59,Matthew Park,South America,07-11-2024,TechPro Smartwatch,Electronics,430.59
T00256,C0192,P039,30-07-2024 12.47,3,1291.77,430.59,1291.77,Sarah Arias,South America,15-09-2022,TechPro Smartwatch,Electronics,430.59
T00348,C0005,P039,15-03-2024 4.08,2,861.18,430.59,861.18,Laura Weber,Asia,15-08-2022,TechPro Smartwatch,Electronics,430.59
T00391,C0096,P039,02-08-2024 9.54,4,1722.36,430.59,1722.36,Benjamin Mcclure,South America,18-11-2022,TechPro Smartwatch,Electronics,430.59
T00472,C0016,P039,02-07-2024 6.30,1,430.59,430.59,430.59,Emily Woods,North America,03-01-2024,TechPro Smartwatch,Electronics,430.59
T00480,C0102,P039,02-08-2024 3.34,3,1291.77,430.59,1291.77,Michael Atkinson,South America,16-09-2022,TechPro Smartwatch,Electronics,430.59
T00523,C0114,P039,15-03-2024 12.05,3,1291.77,430.59,1291.77,Benjamin Anderson,Europe,18-11-2024,TechPro Smartwatch,Electronics,430.59
T00555,C0088,P039,15-12-2024 4.43,1,430.59,430.59,430.59,Carlos Murray,Asia,14-05-2023,TechPro Smartwatch,Electronics,430.59
T00665,C0053,P039,01-11-2024 12.16,4,1722.36,430.59,1722.36,Albert Burke,Europe,18-06-2022,TechPro Smartwatch,Electronics,430.59
T00050,C0124,P016,07-10-2024 7.58,1,330.05,330.05,330.05,Lindsay Perez,Europe,26-08-2024,ActiveWear Running Shoes,Clothing,330.05
T00056,C0192,P016,07-02-2024 14.37,1,330.05,330.05,330.05,Sarah Arias,South America,15-09-2022,ActiveWear Running Shoes,Clothing,330.05
T00167,C0153,P016,05-07-2024 11.53,3,990.15,330.05,990.15,Justin Smith,South America,20-03-2022,ActiveWear Running Shoes,Clothing,330.05
T00368,C0190,P016,16-05-2024 9.05,4,1320.2,330.05,1320.2,Alexander Lowe,South America,31-05-2024,ActiveWear Running Shoes,Clothing,330.05
T00579,C0051,P016,16-12-2024 17.36,1,330.05,330.05,330.05,Nicholas Ellis,Europe,21-12-2023,ActiveWear Running Shoes,Clothing,330.05
T00683,C0111,P016,27-01-2024 21.34,4,1320.2,330.05,1320.2,Roger David,Europe,13-11-2024,ActiveWear Running Shoes,Clothing,330.05
T00700,C0016,P016,15-08-2024 10.18,1,330.05,330.05,330.05,Emily Woods,North America,03-01-2024,ActiveWear Running Shoes,Clothing,330.05
T00802,C0046,P016,25-09-2024 1.45,3,990.15,330.05,990.15,Beth Cardenas,North America,23-10-2024,ActiveWear Running Shoes,Clothing,330.05
T00942,C0105,P016,19-06-2024 6.55,4,1320.2,330.05,1320.2,Ryan Hampton,Europe,11-11-2024,ActiveWear Running Shoes,Clothing,330.05
T00051,C0097,P022,23-03-2024 5.58,1,137.54,137.54,137.54,Tina Ford,Asia,18-12-2023,HomeSense Wall Art,Home Decor,137.54
T00160,C0065,P022,29-07-2024 6.59,3,412.62,137.54,412.62,Gerald Hines,North America,10-07-2024,HomeSense Wall Art,Home Decor,137.54
T00252,C0154,P022,12-06-2024 22.59,1,137.54,137.54,137.54,Robert Sharp,North America,27-10-2024,HomeSense Wall Art,Home Decor,137.54
T00271,C0035,P022,29-04-2024 19.45,3,412.62,137.54,412.62,Brianna Richardson,North America,01-10-2024,HomeSense Wall Art,Home Decor,137.54
T00296,C0179,P022,23-07-2024 9.15,3,412.62,137.54,412.62,Donald Miller,Europe,16-10-2022,HomeSense Wall Art,Home Decor,137.54
T00300,C0160,P022,16-08-2024 8.44,4,550.16,137.54,550.16,Jodi Cook,North America,05-04-2022,HomeSense Wall Art,Home Decor,137.54
T00414,C0194,P022,31-03-2024 3.46,3,412.62,137.54,412.62,Stacy Cook,North America,04-05-2024,HomeSense Wall Art,Home Decor,137.54
T00481,C0188,P022,30-08-2024 20.51,3,412.62,137.54,412.62,Anna Ball,South America,17-05-2022,HomeSense Wall Art,Home Decor,137.54
T00509,C0025,P022,13-08-2024 22.51,1,137.54,137.54,137.54,Gregory Odom,South America,04-07-2022,HomeSense Wall Art,Home Decor,137.54
T00612,C0140,P022,15-10-2024 18.21,1,137.54,137.54,137.54,Gregory Estrada,Asia,01-07-2023,HomeSense Wall Art,Home Decor,137.54
T00742,C0124,P022,23-03-2024 5.53,2,275.08,137.54,275.08,Lindsay Perez,Europe,26-08-2024,HomeSense Wall Art,Home Decor,137.54
T00761,C0199,P022,01-10-2024 5.57,4,550.16,137.54,550.16,Andrea Jenkins,Europe,03-12-2022,HomeSense Wall Art,Home Decor,137.54
T00886,C0104,P022,28-10-2024 14.36,3,412.62,137.54,412.62,Laura Bennett,South America,10-02-2022,HomeSense Wall Art,Home Decor,137.54
T00895,C0121,P022,03-05-2024 18.35,3,412.62,137.54,412.62,Mark Atkinson,Europe,23-07-2023,HomeSense Wall Art,Home Decor,137.54
T00932,C0001,P022,17-09-2024 9.01,3,412.62,137.54,412.62,Lawrence Carroll,South America,10-07-2022,HomeSense Wall Art,Home Decor,137.54
T00054,C0085,P021,05-02-2024 7.45,3,1007.52,335.84,1007.52,Richard Brown,South America,22-09-2024,SoundWave Rug,Home Decor,335.84
T00075,C0039,P021,27-10-2024 13.50,3,1007.52,335.84,1007.52,Angela Harris,South America,13-10-2024,SoundWave Rug,Home Decor,335.84
T00299,C0098,P021,27-08-2024 22.57,1,335.84,335.84,335.84,Laura Gilbert,North America,21-10-2024,SoundWave Rug,Home Decor,335.84
T00440,C0136,P021,24-07-2024 0.20,3,1007.52,335.84,1007.52,Kristen Holder,Asia,14-03-2024,SoundWave Rug,Home Decor,335.84
T00457,C0158,P021,18-07-2024 20.01,1,335.84,335.84,335.84,Wendy Browning,South America,12-04-2023,SoundWave Rug,Home Decor,335.84
T00687,C0182,P021,31-03-2024 22.56,4,1343.36,335.84,1343.36,Joshua Preston,Europe,28-12-2024,SoundWave Rug,Home Decor,335.84
T00737,C0157,P021,19-05-2024 6.37,1,335.84,335.84,335.84,Miguel Wong,North America,30-01-2024,SoundWave Rug,Home Decor,335.84
T00763,C0185,P021,14-04-2024 23.09,3,1007.52,335.84,1007.52,Kathleen Logan,North America,17-10-2023,SoundWave Rug,Home Decor,335.84
T00807,C0086,P021,23-10-2024 17.24,1,335.84,335.84,335.84,Stephanie Peterson,Europe,18-09-2022,SoundWave Rug,Home Decor,335.84
T00857,C0080,P021,12-03-2024 15.48,3,1007.52,335.84,1007.52,David Gonzalez,Asia,07-02-2024,SoundWave Rug,Home Decor,335.84
T00877,C0137,P021,31-01-2024 15.36,2,671.68,335.84,671.68,Robert Gardner,South America,09-04-2024,SoundWave Rug,Home Decor,335.84
T00055,C0177,P072,12-06-2024 20.54,2,798.68,399.34,798.68,Julia Kelly,Asia,01-06-2024,ActiveWear Headphones,Electronics,399.34
T00162,C0045,P072,26-08-2024 13.10,3,1198.02,399.34,1198.02,Michael Williams,Asia,25-02-2022,ActiveWear Headphones,Electronics,399.34
T00172,C0021,P072,14-07-2024 6.50,2,798.68,399.34,798.68,Robert Blanchard,Asia,17-04-2023,ActiveWear Headphones,Electronics,399.34
T00529,C0152,P072,21-10-2024 6.20,3,1198.02,399.34,1198.02,Justin Evans,South America,19-04-2022,ActiveWear Headphones,Electronics,399.34
T00929,C0068,P072,24-12-2024 23.45,3,1198.02,399.34,1198.02,Mark Cox,North America,04-04-2023,ActiveWear Headphones,Electronics,399.34
T00994,C0040,P072,06-01-2024 21.49,2,798.68,399.34,798.68,Michael Harrell,Asia,07-03-2022,ActiveWear Headphones,Electronics,399.34
T00057,C0062,P059,03-07-2024 7.10,3,909.6,303.2,909.6,Jeffery Hartman,Europe,14-12-2022,SoundWave Jeans,Clothing,303.2
T00062,C0009,P059,12-10-2024 6.41,1,303.2,303.2,303.2,Joy Clark,Europe,14-08-2023,SoundWave Jeans,Clothing,303.2
T00131,C0029,P059,13-06-2024 2.56,1,303.2,303.2,303.2,Erin Manning,North America,16-04-2022,SoundWave Jeans,Clothing,303.2
T00188,C0195,P059,21-05-2024 3.08,3,909.6,303.2,909.6,Jeremy Mclaughlin,South America,17-09-2024,SoundWave Jeans,Clothing,303.2
T00282,C0145,P059,26-11-2024 7.35,1,303.2,303.2,303.2,Wayne Stone,Asia,13-01-2023,SoundWave Jeans,Clothing,303.2
T00284,C0022,P059,15-01-2024 7.06,4,1212.8,303.2,1212.8,Teresa Esparza,Asia,27-10-2023,SoundWave Jeans,Clothing,303.2
T00295,C0087,P059,22-07-2024 9.54,3,909.6,303.2,909.6,Travis Campbell,South America,11-04-2024,SoundWave Jeans,Clothing,303.2
T00377,C0179,P059,22-01-2024 19.36,1,303.2,303.2,303.2,Donald Miller,Europe,16-10-2022,SoundWave Jeans,Clothing,303.2
T00400,C0175,P059,24-04-2024 0.16,2,606.4,303.2,606.4,Matthew Johnson,Asia,16-04-2022,SoundWave Jeans,Clothing,303.2
T00638,C0100,P059,27-04-2024 5.29,3,909.6,303.2,909.6,Clinton Gomez,Europe,16-03-2023,SoundWave Jeans,Clothing,303.2
T00674,C0024,P059,14-04-2024 1.19,3,909.6,303.2,909.6,Michele Cooley,North America,05-02-2024,SoundWave Jeans,Clothing,303.2
T00702,C0104,P059,20-05-2024 13.15,4,1212.8,303.2,1212.8,Laura Bennett,South America,10-02-2022,SoundWave Jeans,Clothing,303.2
T00705,C0027,P059,08-06-2024 7.23,4,1212.8,303.2,1212.8,Justin Heath,Asia,09-11-2022,SoundWave Jeans,Clothing,303.2
T00775,C0156,P059,05-10-2024 6.56,1,303.2,303.2,303.2,William Adams,North America,19-08-2023,SoundWave Jeans,Clothing,303.2
T00806,C0062,P059,04-01-2024 21.05,2,606.4,303.2,606.4,Jeffery Hartman,Europe,14-12-2022,SoundWave Jeans,Clothing,303.2
T00854,C0017,P059,14-07-2024 10.29,1,303.2,303.2,303.2,Jennifer King,Europe,05-12-2023,SoundWave Jeans,Clothing,303.2
T00882,C0156,P059,21-09-2024 14.11,3,909.6,303.2,909.6,William Adams,North America,19-08-2023,SoundWave Jeans,Clothing,303.2
T00906,C0129,P059,10-10-2024 12.25,4,1212.8,303.2,1212.8,Marcus Livingston,South America,14-04-2024,SoundWave Jeans,Clothing,303.2
T00948,C0098,P059,20-01-2024 12.30,2,606.4,303.2,606.4,Laura Gilbert,North America,21-10-2024,SoundWave Jeans,Clothing,303.2
T00058,C0106,P031,18-09-2024 9.38,2,392.8,196.4,392.8,Amanda Mcguire,Asia,22-09-2022,SoundWave Headphones,Electronics,196.4
T00653,C0028,P031,12-07-2024 13.17,4,785.6,196.4,785.6,Jennifer Pena,Asia,29-06-2024,SoundWave Headphones,Electronics,196.4
T00792,C0105,P031,11-01-2024 6.02,1,196.4,196.4,196.4,Ryan Hampton,Europe,11-11-2024,SoundWave Headphones,Electronics,196.4
T00815,C0008,P031,26-03-2024 20.30,2,392.8,196.4,392.8,David Li,North America,13-01-2024,SoundWave Headphones,Electronics,196.4
T00059,C0107,P042,29-06-2024 13.17,1,379.44,379.44,379.44,Dana Cantrell,South America,07-02-2023,ActiveWear Headphones,Electronics,379.44
T00344,C0047,P042,17-01-2024 10.01,3,1138.32,379.44,1138.32,Samantha Frank,North America,22-03-2024,ActiveWear Headphones,Electronics,379.44
T00484,C0013,P042,24-02-2024 20.08,2,758.88,379.44,758.88,Lauren Buchanan,South America,19-05-2024,ActiveWear Headphones,Electronics,379.44
T00514,C0032,P042,27-11-2024 20.42,1,379.44,379.44,379.44,Dustin Campbell,South America,17-04-2024,ActiveWear Headphones,Electronics,379.44
T00693,C0122,P042,17-12-2024 19.17,4,1517.76,379.44,1517.76,Corey Ruiz,North America,06-05-2022,ActiveWear Headphones,Electronics,379.44
T00695,C0090,P042,11-09-2024 19.59,3,1138.32,379.44,1138.32,Charles Hamilton,Asia,17-10-2023,ActiveWear Headphones,Electronics,379.44
T00861,C0141,P042,26-09-2024 21.52,4,1517.76,379.44,1517.76,Paul Parsons,Europe,23-02-2023,ActiveWear Headphones,Electronics,379.44
T00973,C0084,P042,12-07-2024 22.15,3,1138.32,379.44,1138.32,Belinda Garner,Asia,17-09-2024,ActiveWear Headphones,Electronics,379.44
T00060,C0054,P074,06-05-2024 13.06,4,1182.32,295.58,1182.32,Bruce Rhodes,Asia,29-09-2024,SoundWave Desk Lamp,Home Decor,295.58
T00152,C0144,P074,17-04-2024 1.46,4,1182.32,295.58,1182.32,Andrea Hart,North America,30-09-2024,SoundWave Desk Lamp,Home Decor,295.58
T00217,C0047,P074,28-02-2024 6.05,1,295.58,295.58,295.58,Samantha Frank,North America,22-03-2024,SoundWave Desk Lamp,Home Decor,295.58
T00223,C0163,P074,29-04-2024 10.25,1,295.58,295.58,295.58,Tiffany Cain,South America,08-06-2023,SoundWave Desk Lamp,Home Decor,295.58
T00250,C0045,P074,14-07-2024 11.42,4,1182.32,295.58,1182.32,Michael Williams,Asia,25-02-2022,SoundWave Desk Lamp,Home Decor,295.58
T00325,C0152,P074,22-06-2024 20.59,1,295.58,295.58,295.58,Justin Evans,South America,19-04-2022,SoundWave Desk Lamp,Home Decor,295.58
T00382,C0163,P074,01-03-2024 16.19,4,1182.32,295.58,1182.32,Tiffany Cain,South America,08-06-2023,SoundWave Desk Lamp,Home Decor,295.58
T00438,C0037,P074,15-07-2024 16.33,3,886.74,295.58,886.74,Linda Smith,Europe,04-02-2023,SoundWave Desk Lamp,Home Decor,295.58
T00537,C0012,P074,25-12-2024 8.03,1,295.58,295.58,295.58,Kevin May,South America,07-08-2024,SoundWave Desk Lamp,Home Decor,295.58
T00743,C0172,P074,21-01-2024 13.21,3,886.74,295.58,886.74,Jamie Webb,Europe,09-09-2024,SoundWave Desk Lamp,Home Decor,295.58
T00796,C0166,P074,12-08-2024 5.20,3,886.74,295.58,886.74,John Rogers,Europe,13-02-2022,SoundWave Desk Lamp,Home Decor,295.58
T00839,C0089,P074,03-12-2024 21.30,3,886.74,295.58,886.74,Paul Carter,Europe,02-04-2024,SoundWave Desk Lamp,Home Decor,295.58
T00885,C0170,P074,13-09-2024 7.08,3,886.74,295.58,886.74,Logan Harris,Europe,13-09-2023,SoundWave Desk Lamp,Home Decor,295.58
T00061,C0126,P032,16-01-2024 0.42,2,977.26,488.63,977.26,Caitlin Brown,South America,20-02-2024,BookWorld Cookbook,Books,488.63
T00116,C0127,P032,15-08-2024 21.51,1,488.63,488.63,488.63,Kathryn Stevens,Europe,04-04-2024,BookWorld Cookbook,Books,488.63
T00319,C0139,P032,17-01-2024 9.48,1,488.63,488.63,488.63,Ricky Gutierrez,North America,14-03-2022,BookWorld Cookbook,Books,488.63
T00320,C0179,P032,06-04-2024 16.23,3,1465.89,488.63,1465.89,Donald Miller,Europe,16-10-2022,BookWorld Cookbook,Books,488.63
T00465,C0173,P032,24-05-2024 16.11,2,977.26,488.63,977.26,Francisco Young,Asia,06-10-2022,BookWorld Cookbook,Books,488.63
T00499,C0065,P032,18-07-2024 2.51,4,1954.52,488.63,1954.52,Gerald Hines,North America,10-07-2024,BookWorld Cookbook,Books,488.63
T00513,C0023,P032,11-11-2024 10.44,2,977.26,488.63,977.26,Nicholas Cain,Europe,04-03-2022,BookWorld Cookbook,Books,488.63
T00577,C0082,P032,19-10-2024 0.46,2,977.26,488.63,977.26,Aimee Taylor,South America,13-05-2022,BookWorld Cookbook,Books,488.63
T00821,C0050,P032,04-04-2024 14.19,2,977.26,488.63,977.26,Ryan Davis,North America,02-03-2024,BookWorld Cookbook,Books,488.63
T00867,C0171,P032,23-10-2024 16.23,3,1465.89,488.63,1465.89,Michael Cowan,South America,16-12-2022,BookWorld Cookbook,Books,488.63
T00987,C0015,P032,10-02-2024 12.35,1,488.63,488.63,488.63,Tina Duran,North America,20-11-2023,BookWorld Cookbook,Books,488.63
T00064,C0037,P009,15-09-2024 3.50,1,325.01,325.01,325.01,Linda Smith,Europe,04-02-2023,BookWorld Wall Art,Home Decor,325.01
T00311,C0129,P009,30-09-2024 0.40,2,650.02,325.01,650.02,Marcus Livingston,South America,14-04-2024,BookWorld Wall Art,Home Decor,325.01
T00397,C0187,P009,04-07-2024 5.29,1,325.01,325.01,325.01,Kayla Kelly,South America,02-08-2024,BookWorld Wall Art,Home Decor,325.01
T00477,C0162,P009,14-10-2024 15.50,3,975.03,325.01,975.03,Edwin Watson,Asia,29-03-2022,BookWorld Wall Art,Home Decor,325.01
T00530,C0079,P009,02-05-2024 0.31,2,650.02,325.01,650.02,Brian Murillo,North America,02-02-2022,BookWorld Wall Art,Home Decor,325.01
T00651,C0172,P009,12-06-2024 22.33,2,650.02,325.01,650.02,Jamie Webb,Europe,09-09-2024,BookWorld Wall Art,Home Decor,325.01
T00677,C0100,P009,05-03-2024 23.39,4,1300.04,325.01,1300.04,Clinton Gomez,Europe,16-03-2023,BookWorld Wall Art,Home Decor,325.01
T00065,C0049,P081,01-02-2024 19.05,1,66.32,66.32,66.32,Jason Yates,North America,18-09-2024,HomeSense Sweater,Clothing,66.32
T00081,C0077,P081,02-11-2024 19.35,4,265.28,66.32,265.28,Scott Sims,South America,18-10-2023,HomeSense Sweater,Clothing,66.32
T00092,C0189,P081,15-04-2024 1.10,3,198.96,66.32,198.96,Sherri Dixon,North America,22-01-2024,HomeSense Sweater,Clothing,66.32
T00103,C0091,P081,13-08-2024 3.22,4,265.28,66.32,265.28,Lisa Kirk,South America,16-03-2023,HomeSense Sweater,Clothing,66.32
T00111,C0082,P081,16-09-2024 22.57,4,265.28,66.32,265.28,Aimee Taylor,South America,13-05-2022,HomeSense Sweater,Clothing,66.32
T00387,C0173,P081,18-05-2024 16.57,3,198.96,66.32,198.96,Francisco Young,Asia,06-10-2022,HomeSense Sweater,Clothing,66.32
T00486,C0111,P081,03-07-2024 7.27,4,265.28,66.32,265.28,Roger David,Europe,13-11-2024,HomeSense Sweater,Clothing,66.32
T00512,C0183,P081,08-01-2024 13.41,1,66.32,66.32,66.32,Kimberly Johnson,North America,23-01-2024,HomeSense Sweater,Clothing,66.32
T00668,C0053,P081,21-01-2024 8.08,2,132.64,66.32,132.64,Albert Burke,Europe,18-06-2022,HomeSense Sweater,Clothing,66.32
T00715,C0033,P081,05-07-2024 23.41,2,132.64,66.32,132.64,Tyler Holt,North America,04-08-2024,HomeSense Sweater,Clothing,66.32
T00898,C0108,P081,26-07-2024 21.44,1,66.32,66.32,66.32,David Davis,South America,28-09-2022,HomeSense Sweater,Clothing,66.32
T00939,C0010,P081,29-03-2024 7.04,3,198.96,66.32,198.96,Aaron Cox,Europe,15-12-2022,HomeSense Sweater,Clothing,66.32
T00960,C0147,P081,10-09-2024 12.40,1,66.32,66.32,66.32,Hunter Fuller,South America,16-05-2022,HomeSense Sweater,Clothing,66.32
T00066,C0041,P011,21-01-2024 22.41,4,1044.8,261.2,1044.8,Lindsey Deleon,Europe,27-12-2023,SoundWave Desk Lamp,Home Decor,261.2
T00415,C0169,P011,13-03-2024 6.04,4,1044.8,261.2,1044.8,Jennifer Shaw,South America,13-04-2023,SoundWave Desk Lamp,Home Decor,261.2
T00521,C0148,P011,11-06-2024 2.31,4,1044.8,261.2,1044.8,Matthew Rogers,South America,16-04-2023,SoundWave Desk Lamp,Home Decor,261.2
T00601,C0161,P011,15-08-2024 3.06,1,261.2,261.2,261.2,Jessica Warren,Asia,14-03-2022,SoundWave Desk Lamp,Home Decor,261.2
T00698,C0119,P011,26-12-2024 21.34,1,261.2,261.2,261.2,David Armstrong,Europe,13-11-2023,SoundWave Desk Lamp,Home Decor,261.2
T00712,C0134,P011,23-09-2024 6.44,3,783.6,261.2,783.6,Theresa Gonzalez,Asia,19-02-2022,SoundWave Desk Lamp,Home Decor,261.2
T00848,C0108,P011,25-09-2024 1.50,2,522.4,261.2,522.4,David Davis,South America,28-09-2022,SoundWave Desk Lamp,Home Decor,261.2
T00868,C0039,P011,08-09-2024 14.32,4,1044.8,261.2,1044.8,Angela Harris,South America,13-10-2024,SoundWave Desk Lamp,Home Decor,261.2
T00977,C0136,P011,16-01-2024 15.56,4,1044.8,261.2,1044.8,Kristen Holder,Asia,14-03-2024,SoundWave Desk Lamp,Home Decor,261.2
T00998,C0024,P011,19-06-2024 17.52,2,522.4,261.2,522.4,Michele Cooley,North America,05-02-2024,SoundWave Desk Lamp,Home Decor,261.2
T00067,C0017,P096,31-03-2024 19.29,2,614.94,307.47,614.94,Jennifer King,Europe,05-12-2023,SoundWave Headphones,Electronics,307.47
T00085,C0001,P096,08-04-2024 0.01,2,614.94,307.47,614.94,Lawrence Carroll,South America,10-07-2022,SoundWave Headphones,Electronics,307.47
T00117,C0164,P096,25-03-2024 7.41,2,614.94,307.47,614.94,Morgan Perez,Europe,01-06-2023,SoundWave Headphones,Electronics,307.47
T00279,C0059,P096,09-09-2024 19.42,1,307.47,307.47,307.47,Mrs. Kimberly Wright,North America,07-04-2024,SoundWave Headphones,Electronics,307.47
T00350,C0020,P096,30-01-2024 0.57,3,922.41,307.47,922.41,Mr. Manuel Conway,North America,11-06-2024,SoundWave Headphones,Electronics,307.47
T00467,C0045,P096,16-03-2024 4.08,3,922.41,307.47,922.41,Michael Williams,Asia,25-02-2022,SoundWave Headphones,Electronics,307.47
